Virus name	Genotype	Accession ID
hChikV/India/un-JIPMER-AFI_1562/2024	II-ECSA	EPI_ISL_19243940
hChikV/India/un-JIPMER-AFI_1252/2024	II-ECSA	EPI_ISL_19243941
hChikV/India/un-JIPMER-AFI_746/2024	II-ECSA	EPI_ISL_19243942
hChikV/India/un-JIPMER-AFI_990/2024	II-ECSA	EPI_ISL_19243943
hChikV/India/un-JIPMER-AFI_1015/2024	II-ECSA	EPI_ISL_19243944
hChikV/India/un-JIPMER-AFI_826/2024	II-ECSA	EPI_ISL_19243945
hChikV/India/un-JIPMER-AFI_1029/2024	II-ECSA	EPI_ISL_19243946
hChikV/India/un-JIPMER-AFI_1578/2024	II-ECSA	EPI_ISL_19243947
hChikV/India/un-JIPMER-AFI_704/2024	II-ECSA	EPI_ISL_19243948
hChikV/India/un-JIPMER-AFI_463/2024	II-ECSA	EPI_ISL_19243949
hChikV/India/un-JIPMER-AFI_999/2024	II-ECSA	EPI_ISL_19243950
hChikV/India/un-JIPMER-AFI_1579/2024	II-ECSA	EPI_ISL_19243951
hChikV/India/un-JIPMER-AFI_1538/2024	II-ECSA	EPI_ISL_19243952
hChikV/India/un-JIPMER-AFI_1567/2024	II-ECSA	EPI_ISL_19243953
hChikV/India/un-JIPMER-AFI_1364/2018	II-ECSA	EPI_ISL_19243954
hChikV/India/un-JIPMER-AFI_1233/2024	II-ECSA	EPI_ISL_19243955
hChikV/India/un-JIPMER-AFI_282/2024	II-ECSA	EPI_ISL_19243956
hChikV/India/un-JIPMER-AFI_1111/2024	II-ECSA	EPI_ISL_19243957
hChikV/India/un-JIPMER-AFI_1580/2024	II-ECSA	EPI_ISL_19243958
hChikV/India/un-JIPMER-AFI_1593/2024	II-ECSA	EPI_ISL_19243959
hChikV/India/un-JIPMER-AFI_1382/2018	II-ECSA	EPI_ISL_19243960
hChikV/India/un-JIPMER-AFI_2576/2024	II-ECSA	EPI_ISL_19243961
ChikV/un/Spain/un-VSL-MBC099/2016	II-ECSA	EPI_ISL_19254804
hChikV/India/un-NIMHANS-SJ41_S/2021	II-ECSA	EPI_ISL_19372750
hChikV/India/un-NIMHANS-SJ51_C/2021	II-ECSA	EPI_ISL_19372751
hChikV/India/un-NIMHANS-SJ51_S/2021	II-ECSA	EPI_ISL_19372752
hChikV/Pakistan/NIH-01/2024	II-ECSA	EPI_ISL_19429567
hChikV/Pakistan/NIH-02/2024	II-ECSA	EPI_ISL_19429568
hChikV/Pakistan/NIH-03/2024	II-ECSA	EPI_ISL_19429569
hChikV/Pakistan/NIH-04/2024	II-ECSA	EPI_ISL_19429570
hChikV/Pakistan/NIH-05/2024	II-ECSA	EPI_ISL_19429571
hChikV/Pakistan/NIH-06/2024	II-ECSA	EPI_ISL_19429572
hChikV/Pakistan/NIH-07/2024	II-ECSA	EPI_ISL_19429573
hChikV/Brazil/ES-LACENES-321606479/2024	II-ECSA	EPI_ISL_19554529
hChikV/Brazil/ES-LACENES-321617051/2024	II-ECSA	EPI_ISL_19554535
hChikV/Malaysia/UM-6988/2021	II-ECSA	EPI_ISL_19562511
hChikV/Malaysia/UM-7236/2021	II-ECSA	EPI_ISL_19562512
hChikV/Malaysia/UM-02/2017	II-ECSA	EPI_ISL_19562513
hChikV/Malaysia/UM-07/2017	II-ECSA	EPI_ISL_19562514
hChikV/Brazil/SP-FAMERP-111/2024	II-ECSA	EPI_ISL_19572569
hChikV/Brazil/SP-FAMERP-1450/2024	II-ECSA	EPI_ISL_19572586
ChikV/Brazil/SP-FAMERP-C38S34/2024	II-ECSA	EPI_ISL_19572601
ChikV/Brazil/SP-FAMERP-C01S80/2024	II-ECSA	EPI_ISL_19572651
hChikV/Brazil/MG-FAMERP-977/2024	II-ECSA	EPI_ISL_19572671
ChikV/Brazil/SP-FAMERP-C15S29/2024	II-ECSA	EPI_ISL_19572680
ChikV/Brazil/SP-FAMERP-C15S31/2024	II-ECSA	EPI_ISL_19572682
ChikV/Brazil/SP-FAMERP-C38S06/2024	II-ECSA	EPI_ISL_19572695
ChikV/Brazil/SP-IAL-357683866/2024	II-ECSA	EPI_ISL_19597669
hChikV/South Korea/HU-001/2022	II-ECSA	EPI_ISL_19644395
hChikV/Brazil/ES-LACENES-321640932/2024	II-ECSA	EPI_ISL_19644801
hChikV/Pakistan/NIH-09/2024	II-ECSA	EPI_ISL_19650206
hChikV/Pakistan/NIH-10/2024	II-ECSA	EPI_ISL_19650207
hChikV/Pakistan/NIH-11/2024	II-ECSA	EPI_ISL_19650208
hChikV/Pakistan/NIH-12/2024	II-ECSA	EPI_ISL_19650209
hChikV/Pakistan/NIH-13/2024	II-ECSA	EPI_ISL_19650210
hChikV/Pakistan/NIH-14/2024	II-ECSA	EPI_ISL_19650211
hChikV/Bangladesh/IEDCR_OIS23288/2024	II-ECSA	EPI_ISL_19683650
hChikV/Bangladesh/IEDCR_OIS23299/2024	II-ECSA	EPI_ISL_19683651
hChikV/Bangladesh/IEDCR_OIS23306/2024	II-ECSA	EPI_ISL_19683652
hChikV/Bangladesh/IEDCR_OIS23309/2024	II-ECSA	EPI_ISL_19683653
hChikV/Bangladesh/IEDCR_OIS23313/2024	II-ECSA	EPI_ISL_19683654
hChikV/Bangladesh/IEDCR_OIS23347/2024	II-ECSA	EPI_ISL_19683655
hChikV/Bangladesh/IEDCR_OIS23351/2024	II-ECSA	EPI_ISL_19683656
hChikV/Bangladesh/IEDCR_OIS23352/2024	II-ECSA	EPI_ISL_19683657
hChikV/Bangladesh/IEDCR_OIS23365/2024	II-ECSA	EPI_ISL_19683658
hChikV/Bangladesh/IEDCR_OIS23373/2024	II-ECSA	EPI_ISL_19683659
hChikV/Bangladesh/IEDCR_OIS23384/2024	II-ECSA	EPI_ISL_19683660
hChikV/Bangladesh/IEDCR_OIS23403/2024	II-ECSA	EPI_ISL_19683661
ChikV/mosquito/Nicaragua/MRIVS-2/2021	II-ECSA	EPI_ISL_19703756
hChikV/Brazil/MT-LACENMT-510582938/2024	II-ECSA	EPI_ISL_19725144
hChikV/Brazil/MT-LACENMT-510583166/2024	II-ECSA	EPI_ISL_19725158
hChikV/Brazil/MT-LACENMT-510583185/2025	II-ECSA	EPI_ISL_19725170
hChikV/China/un-KUST-23TWJ/2020	II-ECSA	EPI_ISL_19771565
hChikV/China/un-KUST-B112/2019	II-ECSA	EPI_ISL_19771569
hChikV/China/un-KUST-B98/2019	II-ECSA	EPI_ISL_19771571
hChikV/China/un-KUST-19WCJ/2019	II-ECSA	EPI_ISL_19771573
hChikV/China/un-KUST-20NXC/2019	II-ECSA	EPI_ISL_19771575
hChikV/China/un-KUST-15XWH/2019	II-ECSA	EPI_ISL_19771577
hChikV/China/un-KUST-24ZFS/2020	II-ECSA	EPI_ISL_19771579
hChikV/China/un-KUST-25WBX/2020	II-ECSA	EPI_ISL_19771581
hChikV/China/un-KUST-11GLH/2019	II-ECSA	EPI_ISL_19771583
hChikV/China/un-KUST-B99/2019	II-ECSA	EPI_ISL_19771586
hChikV/China/un-KUST-B118/2019	II-ECSA	EPI_ISL_19771588
hChikV/China/un-KUST-12LSK/2019	II-ECSA	EPI_ISL_19771590
hChikV/China/un-KUST-18BAH/2019	II-ECSA	EPI_ISL_19771593
hChikV/China/un-KUST-13OY/2019	II-ECSA	EPI_ISL_19771597
hChikV/China/un-KUST-21ZJJ/2019	II-ECSA	EPI_ISL_19771599
hChikV/Brazil/MS-FIOCRUZ-FMS614/2025	II-ECSA	EPI_ISL_19780884
hChikV/Brazil/MS-FIOCRUZ-FMS616/2025	II-ECSA	EPI_ISL_19780886
hChikV/Brazil/MS-FIOCRUZ-FMS623/2025	II-ECSA	EPI_ISL_19780893
hChikV/Brazil/MS-FIOCRUZ-FMS634/2025	II-ECSA	EPI_ISL_19780904
hChikV/Brazil/MS-FIOCRUZ-FMS635/2025	II-ECSA	EPI_ISL_19780905
hChikV/Brazil/MS-FIOCRUZ-FMS642/2025	II-ECSA	EPI_ISL_19780912
hChikV/Brazil/MS-FIOCRUZ-FMS645/2025	II-ECSA	EPI_ISL_19780915
hChikV/Brazil/MS-FIOCRUZ-FMS659/2025	II-ECSA	EPI_ISL_19780929
hChikV/Brazil/MS-FIOCRUZ-FMS662/2025	II-ECSA	EPI_ISL_19780932
hChikV/Brazil/MS-FIOCRUZ-FMS683/2025	II-ECSA	EPI_ISL_19780953
hChikV/Brazil/MS-FIOCRUZ-FMS689/2025	II-ECSA	EPI_ISL_19780959
hChikV/Brazil/MS-FIOCRUZ-FMS697/2025	II-ECSA	EPI_ISL_19780967
hChikV/Brazil/PR-LACENPR-415826370/2024	II-ECSA	EPI_ISL_19784612
hChikV/Thailand/MU-057/2019	II-ECSA	EPI_ISL_19792989
hChikV/Thailand/MU-058/2019	II-ECSA	EPI_ISL_19792991
ChikV/Brazil/MS-LEIAL-4496/2025	II-ECSA	EPI_ISL_19818679
ChikV/Brazil/MS-LEIAL-4501/2025	II-ECSA	EPI_ISL_19818684
ChikV/Brazil/MS-LEIAL-4505/2025	II-ECSA	EPI_ISL_19818688
ChikV/Brazil/MS-LEIAL-4512/2025	II-ECSA	EPI_ISL_19818695
ChikV/Brazil/MS-LEIAL-4518/2025	II-ECSA	EPI_ISL_19818700
ChikV/Brazil/MS-LEIAL-4523/2025	II-ECSA	EPI_ISL_19818705
ChikV/Brazil/MS-LEIAL-4525/2025	II-ECSA	EPI_ISL_19818707
ChikV/Brazil/MS-LEIAL-4526/2025	II-ECSA	EPI_ISL_19818708
ChikV/Brazil/MS-LEIAL-4534/2025	II-ECSA	EPI_ISL_19818715
ChikV/Brazil/MS-LEIAL-4536/2025	II-ECSA	EPI_ISL_19818717
ChikV/Brazil/MS-LEIAL-4537/2025	II-ECSA	EPI_ISL_19818718
ChikV/Brazil/MS-LEIAL-4539/2025	II-ECSA	EPI_ISL_19818719
ChikV/Brazil/MS-LEIAL-4541/2025	II-ECSA	EPI_ISL_19818721
ChikV/Brazil/SP-LEIAL-4875/2025	II-ECSA	EPI_ISL_19829019
ChikV/Brazil/SP-LEIAL-4880/2025	II-ECSA	EPI_ISL_19829024
ChikV/Brazil/SP-LEIAL-4881/2025	II-ECSA	EPI_ISL_19829025
hChikV/Brazil/BA-LACENBA-294308932/2025	II-ECSA	EPI_ISL_19848686
hChikV/Reunion/CHU-S2b93/2024	II-ECSA	EPI_ISL_19857293
hChikV/Reunion/un-AMU-974/2024	II-ECSA	EPI_ISL_19871956
hChikV/Mayotte/CHU-009/2025	II-ECSA	EPI_ISL_19902270
hChikV/Mayotte/CHU-010/2025	II-ECSA	EPI_ISL_19902271
hChikV/Mayotte/CHU-011/2025	II-ECSA	EPI_ISL_19902272
hChikV/Mayotte/CHU-008/2025	II-ECSA	EPI_ISL_19902273
hChikV/Mayotte/CHU-005/2025	II-ECSA	EPI_ISL_19902274
hChikV/Mayotte/CHU-004/2025	II-ECSA	EPI_ISL_19902275
hChikV/Mayotte/CHU-006/2025	II-ECSA	EPI_ISL_19902276
hChikV/Mayotte/CHU-007/2025	II-ECSA	EPI_ISL_19902277
hChikV/Mayotte/CHU-001/2025	II-ECSA	EPI_ISL_19902278
hChikV/Reunion/CHU-068/2025	II-ECSA	EPI_ISL_19902279
hChikV/Reunion/CHU-119/2025	II-ECSA	EPI_ISL_19902280
hChikV/Reunion/CHU-037/2024	II-ECSA	EPI_ISL_19902281
hChikV/Reunion/CHU-111/2025	II-ECSA	EPI_ISL_19902282
hChikV/Reunion/CHU-026/2024	II-ECSA	EPI_ISL_19902283
hChikV/Reunion/CHU-022/2025	II-ECSA	EPI_ISL_19902284
hChikV/Reunion/CHU-097/2025	II-ECSA	EPI_ISL_19902285
hChikV/Reunion/CHU-003/2025	II-ECSA	EPI_ISL_19902286
hChikV/Reunion/CHU-010/2024	II-ECSA	EPI_ISL_19902287
hChikV/Reunion/CHU-028/2024	II-ECSA	EPI_ISL_19902288
hChikV/Reunion/CHU-034/2024	II-ECSA	EPI_ISL_19902289
hChikV/Reunion/CHU-080/2025	II-ECSA	EPI_ISL_19902290
hChikV/Reunion/CHU-081/2025	II-ECSA	EPI_ISL_19902291
hChikV/Reunion/CHU-112/2025	II-ECSA	EPI_ISL_19902292
hChikV/Reunion/CHU-001/2025	II-ECSA	EPI_ISL_19902293
hChikV/Reunion/CHU-090/2025	II-ECSA	EPI_ISL_19902294
hChikV/Reunion/CHU-027/2024	II-ECSA	EPI_ISL_19902295
hChikV/Reunion/CHU-045/2024	II-ECSA	EPI_ISL_19902296
hChikV/Reunion/CHU-042/2025	II-ECSA	EPI_ISL_19902297
hChikV/Reunion/CHU-019/2024	II-ECSA	EPI_ISL_19902298
hChikV/Reunion/CHU-078/2025	II-ECSA	EPI_ISL_19902299
hChikV/Reunion/CHU-059/2025	II-ECSA	EPI_ISL_19902300
hChikV/Reunion/CHU-039/2025	II-ECSA	EPI_ISL_19902301
hChikV/Reunion/CHU-023/2024	II-ECSA	EPI_ISL_19902302
hChikV/Reunion/CHU-036/2025	II-ECSA	EPI_ISL_19902303
hChikV/Reunion/CHU-062/2025	II-ECSA	EPI_ISL_19902304
hChikV/Reunion/CHU-012/2024	II-ECSA	EPI_ISL_19902305
hChikV/Reunion/CHU-108/2025	II-ECSA	EPI_ISL_19902306
hChikV/Reunion/CHU-072/2025	II-ECSA	EPI_ISL_19902307
hChikV/Reunion/CHU-044/2025	II-ECSA	EPI_ISL_19902308
hChikV/Reunion/CHU-100/2025	II-ECSA	EPI_ISL_19902309
hChikV/Reunion/CHU-008/2024	II-ECSA	EPI_ISL_19902310
hChikV/Reunion/CHU-025/2024	II-ECSA	EPI_ISL_19902311
hChikV/Reunion/CHU-093/2025	II-ECSA	EPI_ISL_19902312
hChikV/Reunion/CHU-036/2024	II-ECSA	EPI_ISL_19902313
hChikV/Reunion/CHU-094/2025	II-ECSA	EPI_ISL_19902314
hChikV/Reunion/CHU-087/2025	II-ECSA	EPI_ISL_19902315
hChikV/Reunion/CHU-109/2025	II-ECSA	EPI_ISL_19902316
hChikV/Reunion/CHU-046/2025	II-ECSA	EPI_ISL_19902317
hChikV/Reunion/CHU-043/2024	II-ECSA	EPI_ISL_19902318
hChikV/Reunion/CHU-014/2024	II-ECSA	EPI_ISL_19902319
hChikV/Reunion/CHU-114/2025	II-ECSA	EPI_ISL_19902320
hChikV/Reunion/CHU-007/2024	II-ECSA	EPI_ISL_19902321
hChikV/Reunion/CHU-053/2024	II-ECSA	EPI_ISL_19902322
hChikV/Reunion/CHU-054/2025	II-ECSA	EPI_ISL_19902323
hChikV/Reunion/CHU-082/2025	II-ECSA	EPI_ISL_19902324
hChikV/Reunion/CHU-031/2025	II-ECSA	EPI_ISL_19902325
hChikV/Reunion/CHU-060/2025	II-ECSA	EPI_ISL_19902326
hChikV/Reunion/CHU-021/2024	II-ECSA	EPI_ISL_19902327
hChikV/Reunion/CHU-003/2024	II-ECSA	EPI_ISL_19902328
hChikV/Reunion/CHU-105/2025	II-ECSA	EPI_ISL_19902329
hChikV/Reunion/CHU-016/2025	II-ECSA	EPI_ISL_19902330
hChikV/Reunion/CHU-021/2025	II-ECSA	EPI_ISL_19902331
hChikV/Reunion/CHU-031/2024	II-ECSA	EPI_ISL_19902332
hChikV/Reunion/CHU-030/2025	II-ECSA	EPI_ISL_19902333
hChikV/Reunion/CHU-044/2024	II-ECSA	EPI_ISL_19902334
hChikV/Reunion/CHU-054/2024	II-ECSA	EPI_ISL_19902335
hChikV/Mayotte/CHU-003/2025	II-ECSA	EPI_ISL_19902336
hChikV/Reunion/CHU-040/2025	II-ECSA	EPI_ISL_19902337
hChikV/Reunion/CHU-051/2025	II-ECSA	EPI_ISL_19902338
hChikV/Reunion/CHU-074/2025	II-ECSA	EPI_ISL_19902339
hChikV/Reunion/CHU-002/2025	II-ECSA	EPI_ISL_19902340
hChikV/Reunion/CHU-018/2025	II-ECSA	EPI_ISL_19902341
hChikV/Reunion/CHU-024/2025	II-ECSA	EPI_ISL_19902342
hChikV/Reunion/CHU-083/2025	II-ECSA	EPI_ISL_19902343
hChikV/Reunion/CHU-045/2025	II-ECSA	EPI_ISL_19902344
hChikV/Reunion/CHU-110/2025	II-ECSA	EPI_ISL_19902345
hChikV/Reunion/CHU-115/2025	II-ECSA	EPI_ISL_19902346
hChikV/Reunion/CHU-117/2025	II-ECSA	EPI_ISL_19902347
hChikV/Reunion/CHU-017/2024	II-ECSA	EPI_ISL_19902348
hChikV/Reunion/CHU-099/2025	II-ECSA	EPI_ISL_19902349
hChikV/Reunion/CHU-032/2024	II-ECSA	EPI_ISL_19902350
hChikV/Reunion/CHU-001/2024	II-ECSA	EPI_ISL_19902351
hChikV/Reunion/CHU-057/2025	II-ECSA	EPI_ISL_19902352
hChikV/Reunion/CHU-013/2025	II-ECSA	EPI_ISL_19902353
hChikV/Reunion/CHU-010/2025	II-ECSA	EPI_ISL_19902354
hChikV/Reunion/CHU-077/2025	II-ECSA	EPI_ISL_19902355
hChikV/Reunion/CHU-019/2025	II-ECSA	EPI_ISL_19902356
hChikV/Reunion/CHU-040/2024	II-ECSA	EPI_ISL_19902357
hChikV/Reunion/CHU-026/2025	II-ECSA	EPI_ISL_19902358
hChikV/Reunion/CHU-084/2025	II-ECSA	EPI_ISL_19902359
hChikV/Reunion/CHU-102/2025	II-ECSA	EPI_ISL_19902361
hChikV/Reunion/CHU-107/2025	II-ECSA	EPI_ISL_19902362
hChikV/Reunion/CHU-006/2024	II-ECSA	EPI_ISL_19902363
hChikV/Reunion/CHU-005/2024	II-ECSA	EPI_ISL_19902364
hChikV/Reunion/CHU-052/2025	II-ECSA	EPI_ISL_19902365
hChikV/Reunion/CHU-086/2025	II-ECSA	EPI_ISL_19902366
hChikV/Reunion/CHU-032/2025	II-ECSA	EPI_ISL_19902367
hChikV/Reunion/CHU-018/2024	II-ECSA	EPI_ISL_19902368
hChikV/Reunion/CHU-092/2025	II-ECSA	EPI_ISL_19902369
hChikV/Reunion/CHU-017/2025	II-ECSA	EPI_ISL_19902370
hChikV/Reunion/CHU-047/2025	II-ECSA	EPI_ISL_19902372
hChikV/Reunion/CHU-061/2025	II-ECSA	EPI_ISL_19902373
hChikV/Reunion/CHU-064/2025	II-ECSA	EPI_ISL_19902374
hChikV/Reunion/CHU-048/2025	II-ECSA	EPI_ISL_19902375
hChikV/Reunion/CHU-088/2025	II-ECSA	EPI_ISL_19902376
hChikV/Reunion/CHU-033/2025	II-ECSA	EPI_ISL_19902377
hChikV/Reunion/CHU-049/2025	II-ECSA	EPI_ISL_19902378
hChikV/Reunion/CHU-034/2025	II-ECSA	EPI_ISL_19902379
hChikV/Reunion/CHU-020/2024	II-ECSA	EPI_ISL_19902380
hChikV/Reunion/CHU-076/2025	II-ECSA	EPI_ISL_19902381
hChikV/Reunion/CHU-041/2024	II-ECSA	EPI_ISL_19902382
hChikV/Reunion/CHU-025/2025	II-ECSA	EPI_ISL_19902383
hChikV/Reunion/CHU-116/2025	II-ECSA	EPI_ISL_19902384
hChikV/Reunion/CHU-042/2024	II-ECSA	EPI_ISL_19902385
hChikV/Reunion/CHU-024/2024	II-ECSA	EPI_ISL_19902386
hChikV/Reunion/CHU-046/2024	II-ECSA	EPI_ISL_19902387
hChikV/Reunion/CHU-004/2025	II-ECSA	EPI_ISL_19902388
hChikV/Reunion/CHU-073/2025	II-ECSA	EPI_ISL_19902389
hChikV/Reunion/CHU-007/2025	II-ECSA	EPI_ISL_19902390
hChikV/Reunion/CHU-113/2025	II-ECSA	EPI_ISL_19902391
hChikV/Reunion/CHU-027/2025	II-ECSA	EPI_ISL_19902392
hChikV/Reunion/CHU-035/2024	II-ECSA	EPI_ISL_19902393
hChikV/Reunion/CHU-075/2025	II-ECSA	EPI_ISL_19902394
hChikV/Reunion/CHU-050/2025	II-ECSA	EPI_ISL_19902395
hChikV/Reunion/CHU-008/2025	II-ECSA	EPI_ISL_19902396
hChikV/Reunion/CHU-079/2025	II-ECSA	EPI_ISL_19902397
hChikV/Reunion/CHU-053/2025	II-ECSA	EPI_ISL_19902398
hChikV/Reunion/CHU-065/2025	II-ECSA	EPI_ISL_19902399
hChikV/Reunion/CHU-043/2025	II-ECSA	EPI_ISL_19902400
hChikV/Reunion/CHU-063/2025	II-ECSA	EPI_ISL_19902401
hChikV/Reunion/CHU-067/2025	II-ECSA	EPI_ISL_19902402
hChikV/Reunion/CHU-012/2025	II-ECSA	EPI_ISL_19902403
hChikV/Mayotte/CHU-002/2025	II-ECSA	EPI_ISL_19902404
hChikV/Reunion/CHU-011/2025	II-ECSA	EPI_ISL_19902405
hChikV/Reunion/CHU-015/2024	II-ECSA	EPI_ISL_19902406
hChikV/Reunion/CHU-089/2025	II-ECSA	EPI_ISL_19902407
hChikV/Reunion/CHU-069/2025	II-ECSA	EPI_ISL_19902408
hChikV/Reunion/CHU-071/2025	II-ECSA	EPI_ISL_19902409
hChikV/Reunion/CHU-037/2025	II-ECSA	EPI_ISL_19902410
hChikV/Reunion/CHU-035/2025	II-ECSA	EPI_ISL_19902411
hChikV/Reunion/CHU-002/2024	II-ECSA	EPI_ISL_19902412
hChikV/Reunion/CHU-030/2024	II-ECSA	EPI_ISL_19902413
hChikV/Reunion/CHU-049/2024	II-ECSA	EPI_ISL_19902414
hChikV/Reunion/CHU-103/2025	II-ECSA	EPI_ISL_19902415
hChikV/Reunion/CHU-038/2024	II-ECSA	EPI_ISL_19902416
hChikV/Reunion/CHU-023/2025	II-ECSA	EPI_ISL_19902417
hChikV/Reunion/CHU-029/2024	II-ECSA	EPI_ISL_19902418
hChikV/Reunion/CHU-050/2024	II-ECSA	EPI_ISL_19902419
hChikV/Reunion/CHU-058/2025	II-ECSA	EPI_ISL_19902420
hChikV/Reunion/CHU-070/2025	II-ECSA	EPI_ISL_19902421
hChikV/Reunion/CHU-091/2025	II-ECSA	EPI_ISL_19902422
hChikV/Reunion/CHU-052/2024	II-ECSA	EPI_ISL_19902423
hChikV/Reunion/CHU-098/2025	II-ECSA	EPI_ISL_19902424
hChikV/Reunion/CHU-020/2025	II-ECSA	EPI_ISL_19902425
hChikV/Reunion/CHU-009/2025	II-ECSA	EPI_ISL_19902426
hChikV/Reunion/CHU-038/2025	II-ECSA	EPI_ISL_19902427
hChikV/Reunion/CHU-014/2025	II-ECSA	EPI_ISL_19902428
hChikV/Reunion/CHU-056/2025	II-ECSA	EPI_ISL_19902429
hChikV/Reunion/CHU-005/2025	II-ECSA	EPI_ISL_19902430
hChikV/Reunion/CHU-028/2025	II-ECSA	EPI_ISL_19902431
hChikV/Reunion/CHU-029/2025	II-ECSA	EPI_ISL_19902432
hChikV/Reunion/CHU-055/2025	II-ECSA	EPI_ISL_19902433
hChikV/Reunion/CHU-011/2024	II-ECSA	EPI_ISL_19902434
hChikV/Reunion/CHU-047/2024	II-ECSA	EPI_ISL_19902435
hChikV/Reunion/CHU-104/2025	II-ECSA	EPI_ISL_19902436
hChikV/Reunion/CHU-004/2024	II-ECSA	EPI_ISL_19902437
hChikV/Reunion/CHU-039/2024	II-ECSA	EPI_ISL_19902438
hChikV/Reunion/CHU-101/2025	II-ECSA	EPI_ISL_19902439
hChikV/Reunion/CHU-013/2024	II-ECSA	EPI_ISL_19902441
hChikV/Reunion/CHU-009/2024	II-ECSA	EPI_ISL_19902442
hChikV/Reunion/CHU-016/2024	II-ECSA	EPI_ISL_19902443
hChikV/Reunion/CHU-106/2025	II-ECSA	EPI_ISL_19902458
hChikV/Mayotte/CHU-019/2025	II-ECSA	EPI_ISL_19902459
hChikV/Reunion/CHU-033/2024	II-ECSA	EPI_ISL_19902460
hChikV/Reunion/CHU-015/2025	II-ECSA	EPI_ISL_19902461
hChikV/Reunion/CHU-041/2025	II-ECSA	EPI_ISL_19902462
hChikV/Reunion/CHU-095/2025	II-ECSA	EPI_ISL_19902463
hChikV/Reunion/CHU-048/2024	II-ECSA	EPI_ISL_19902464
hChikV/Reunion/CHU-006/2025	II-ECSA	EPI_ISL_19902465
hChikV/Reunion/CHU-096/2025	II-ECSA	EPI_ISL_19902466
hChikV/Reunion/CHU-066/2025	II-ECSA	EPI_ISL_19902467
hChikV/Reunion/CHU-085/2025	II-ECSA	EPI_ISL_19902468
hChikV/Reunion/CHU-051/2024	II-ECSA	EPI_ISL_19902469
hChikV/Reunion/CHU-022/2024	II-ECSA	EPI_ISL_19902470
hChikV/Mauritius/MHW-26816/2025	II-ECSA	EPI_ISL_20088604
hChikV/Mauritius/MHW-27010/2025	II-ECSA	EPI_ISL_20088605
hChikV/Mauritius/MHW-27211/2025	II-ECSA	EPI_ISL_20088606
hChikV/Mauritius/MHW-27284/2025	II-ECSA	EPI_ISL_20088608
hChikV/Mauritius/MHW-36503/2025	II-ECSA	EPI_ISL_20088609
hChikV/Mauritius/MHW-36519/2025	II-ECSA	EPI_ISL_20088610
hChikV/Mauritius/MHW-36718/2025	II-ECSA	EPI_ISL_20088611
hChikV/Mauritius/MHW-36977/2025	II-ECSA	EPI_ISL_20088612
hChikV/Mauritius/MHW-36984/2025	II-ECSA	EPI_ISL_20088613
hChikV/Mauritius/MHW-I-89/2006	II-ECSA	EPI_ISL_20088614
hChikV/Mauritius/MHW-I-168/2006	II-ECSA	EPI_ISL_20088615
hChikV/Mauritius/MHW-I-180/2006	II-ECSA	EPI_ISL_20088616
hChikV/Mauritius/MHW-I-540/2006	II-ECSA	EPI_ISL_20088617
hChikV/Mauritius/MHW-8031/2025	II-ECSA	EPI_ISL_20090018
hChikV/Mauritius/MHW-I-608/2016	II-ECSA	EPI_ISL_20090019
hChikV/Mauritius/MHW-I-1108/2018	II-ECSA	EPI_ISL_20090020
hChikV/Mauritius/MHW-37313/2025	II-ECSA	EPI_ISL_20090642
hChikV/Mauritius/MHW-45318/2025	II-ECSA	EPI_ISL_20090643
hChikV/Mauritius/MHW-45332/2025	II-ECSA	EPI_ISL_20090644
hChikV/Mauritius/MHW-37316/2025	II-ECSA	EPI_ISL_20090645
hChikV/Mauritius/MHW-37988/2025	II-ECSA	EPI_ISL_20090646
hChikV/Mauritius/MHW-38080/2025	II-ECSA	EPI_ISL_20090647
hChikV/Mauritius/MHW-39731/2025	II-ECSA	EPI_ISL_20090648
hChikV/Mauritius/MHW-45206/2025	II-ECSA	EPI_ISL_20090649
hChikV/Mauritius/MHW-45217/2025	II-ECSA	EPI_ISL_20090650
hChikV/Mauritius/MHW-45147/2025	II-ECSA	EPI_ISL_20090651
hChikV/Mauritius/MHW-45420/2025	II-ECSA	EPI_ISL_20090652
hChikV/Mauritius/MHW-39529/2025	II-ECSA	EPI_ISL_20090653
hChikV/Mauritius/MHW-45920/2025	II-ECSA	EPI_ISL_20090654
hChikV/Mauritius/MHW-45972/2025	II-ECSA	EPI_ISL_20090655
hChikV/Mauritius/MHW-37312/2025	II-ECSA	EPI_ISL_20090656
hChikV/Mauritius/MHW-37322/2025	II-ECSA	EPI_ISL_20090657
hChikV/Mauritius/MHW-37574/2025	II-ECSA	EPI_ISL_20090658
hChikV/Mauritius/MHW-37775/2025	II-ECSA	EPI_ISL_20090659
hChikV/Mauritius/MHW-37788/2025	II-ECSA	EPI_ISL_20090660
hChikV/Mauritius/MHW-38408/2025	II-ECSA	EPI_ISL_20090661
hChikV/Mauritius/MHW-38827/2025	II-ECSA	EPI_ISL_20090662
hChikV/Mauritius/MHW-38828/2025	II-ECSA	EPI_ISL_20090663
hChikV/Mauritius/MHW-39088/2025	II-ECSA	EPI_ISL_20090664
hChikV/Mauritius/MHW-45095/2025	II-ECSA	EPI_ISL_20090665
hChikV/Mauritius/MHW-45678/2025	II-ECSA	EPI_ISL_20090666
hChikV/Mauritius/MHW-37370/2025	II-ECSA	EPI_ISL_20090667
hChikV/Mauritius/MHW-38628/2025	II-ECSA	EPI_ISL_20090668
